workerid,block_number,predicate,crit_noun,noun,class,other_noun,wrongs,nounclass,speaker_order,qud,response_other,response,block,slide_number
75,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.59,"""priors""",9
75,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.68,"""priors""",10
75,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.74,"""priors""",11
75,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.59,"""priors""",12
75,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.72,"""priors""",13
75,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",14
75,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.68,"""priors""",15
76,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",1,"""nationality""","""male/female""","""who""",0.7,0.67,"""cover_stories""",3
76,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0.71,0.69,"""cover_stories""",4
76,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""are""",0.47,0.76,"""cover_stories""",5
76,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""who""",0.5,0.74,"""cover_stories""",6
76,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.61,"""priors""",8
76,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.59,"""priors""",9
76,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.24,"""priors""",10
76,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",11
76,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.68,"""priors""",12
76,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.76,"""priors""",13
76,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",14
76,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",15
77,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""female/male""","""who""",0.8,0.31,"""cover_stories""",3
77,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",2,"""political_party""","""female/male""","""are""",0.58,0.3,"""cover_stories""",4
77,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""are""",0.55,0.51,"""cover_stories""",5
77,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""who""",0.47,0.49,"""cover_stories""",6
77,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.62,"""priors""",8
77,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.96,"""priors""",9
77,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",10
77,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",11
77,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",12
77,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.44,"""priors""",13
77,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",14
77,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",15
78,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.5,0.64,"""cover_stories""",3
78,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""are""",0.51,0.73,"""cover_stories""",4
78,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""who""",0.54,0.74,"""cover_stories""",5
78,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""who""",0.55,0.72,"""cover_stories""",6
78,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",8
78,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",9
78,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.85,"""priors""",10
78,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.42,"""priors""",11
78,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.67,"""priors""",12
78,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",13
78,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.15,"""priors""",14
78,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.38,"""priors""",15
79,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""who""",0.51,0.77,"""cover_stories""",3
79,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""who""",0.5,0.79,"""cover_stories""",4
79,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""are""",0.48,0.81,"""cover_stories""",5
79,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""are""",0.46,0.77,"""cover_stories""",6
79,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.68,"""priors""",8
79,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",9
79,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.79,"""priors""",10
79,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.13,"""priors""",11
79,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.72,"""priors""",12
79,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.8,"""priors""",13
79,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.12,"""priors""",14
79,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.67,"""priors""",15
80,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""male/female""","""are""",0.51,0.49,"""cover_stories""",3
80,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",1,"""nationality""","""male/female""","""who""",0.62,0.58,"""cover_stories""",4
80,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",1,"""political_party""","""male/female""","""who""",0.59,0.54,"""cover_stories""",5
80,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""male/female""","""are""",0.62,0.53,"""cover_stories""",6
80,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",8
80,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",9
80,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",10
80,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",11
80,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",12
80,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.42,"""priors""",13
80,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",14
80,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",15
81,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",3,"""age""","""male/female""","""who""",0.53,0.95,"""cover_stories""",3
81,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""male/female""","""who""",0.03,0.98,"""cover_stories""",4
81,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""are""",0.05,0.99,"""cover_stories""",5
81,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",1,"""nationality""","""female/male""","""are""",0.04,0.99,"""cover_stories""",6
81,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.96,"""priors""",8
81,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",9
81,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.95,"""priors""",10
81,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",11
81,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.44,"""priors""",12
81,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.99,"""priors""",13
81,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",14
81,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.45,"""priors""",15
82,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""are""",0,1,"""cover_stories""",3
82,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""who""",0,1,"""cover_stories""",4
82,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""who""",0,1,"""cover_stories""",5
82,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0,1,"""cover_stories""",6
82,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",8
82,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",9
82,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",10
82,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.05,"""priors""",11
82,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.27,"""priors""",12
82,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.99,"""priors""",13
82,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",14
82,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.62,"""priors""",15
83,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""are""",0.47,1,"""cover_stories""",3
83,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0.28,1,"""cover_stories""",4
83,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""who""",0.52,0.75,"""cover_stories""",5
83,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.28,0.88,"""cover_stories""",6
83,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",8
83,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.41,"""priors""",9
83,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.25,"""priors""",10
83,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.4,"""priors""",11
83,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.22,"""priors""",12
83,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.39,"""priors""",13
83,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",14
83,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.14,"""priors""",15
84,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",1,"""nationality""","""male/female""","""are""",0.5,0.81,"""cover_stories""",3
84,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""female/male""","""who""",0.53,0.85,"""cover_stories""",4
84,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""who""",0.51,0.82,"""cover_stories""",5
84,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0.41,0.89,"""cover_stories""",6
84,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.83,"""priors""",8
84,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",9
84,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.8,"""priors""",10
84,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",11
84,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.84,"""priors""",12
84,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.85,"""priors""",13
84,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.87,"""priors""",14
84,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.04,"""priors""",15
85,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""who""",1,1,"""cover_stories""",3
85,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""are""",0.59,1,"""cover_stories""",4
85,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""who""",0.49,1,"""cover_stories""",5
85,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0.48,1,"""cover_stories""",6
85,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",8
85,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",9
85,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",10
85,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",11
85,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.45,"""priors""",12
85,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",13
85,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",14
85,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",15
86,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0.51,0.88,"""cover_stories""",3
86,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""who""",0.51,0.91,"""cover_stories""",4
86,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""who""",0.49,0.89,"""cover_stories""",5
86,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.5,0.91,"""cover_stories""",6
86,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",8
86,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.79,"""priors""",9
86,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",10
86,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",11
86,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.45,"""priors""",12
86,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",13
86,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",14
86,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.74,"""priors""",15
87,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""are""",0.67,0.87,"""cover_stories""",3
87,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""are""",0,1,"""cover_stories""",4
87,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""who""",0.48,0.48,"""cover_stories""",5
87,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""who""",0.5,1,"""cover_stories""",6
87,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.19,"""priors""",8
87,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.91,"""priors""",9
87,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.26,"""priors""",10
87,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",11
87,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",12
87,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",13
87,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",14
87,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.67,"""priors""",15
88,"""1""","""rational""","""men""",NA,NA,"""women""",1,"""gender""","""female/male""","""who""",0.48,0.85,"""cover_stories""",3
88,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",1,"""age""","""male/female""","""are""",0.28,0.86,"""cover_stories""",4
88,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.14,0.88,"""cover_stories""",5
88,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""are""",0.05,0.85,"""cover_stories""",6
88,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.63,"""priors""",8
88,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",9
88,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.29,"""priors""",10
88,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",11
88,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.86,"""priors""",12
88,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.61,"""priors""",13
88,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.6,"""priors""",14
88,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",15
89,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",1,"""nationality""","""female/male""","""who""",0.51,0.71,"""cover_stories""",3
89,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""are""",0.32,0.9,"""cover_stories""",4
89,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""are""",0.48,0.71,"""cover_stories""",5
89,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""who""",0.46,0.73,"""cover_stories""",6
89,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.15,"""priors""",8
89,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",9
89,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.79,"""priors""",10
89,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.76,"""priors""",11
89,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.79,"""priors""",12
89,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",13
89,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.32,"""priors""",14
89,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.67,"""priors""",15
90,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""are""",0.71,0.71,"""cover_stories""",3
90,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0.5,0.75,"""cover_stories""",4
90,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""are""",0.8,0.64,"""cover_stories""",5
90,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""who""",0.55,0.88,"""cover_stories""",6
90,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.33,"""priors""",8
90,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",9
90,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.87,"""priors""",10
90,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.21,"""priors""",11
90,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.36,"""priors""",12
90,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.16,"""priors""",13
90,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",14
90,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.27,"""priors""",15
91,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""are""",0.9,0.98,"""cover_stories""",3
91,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0.26,0.89,"""cover_stories""",4
91,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""who""",0.41,0.86,"""cover_stories""",5
91,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""who""",0.4,0.85,"""cover_stories""",6
91,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.87,"""priors""",8
91,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.86,"""priors""",9
91,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",10
91,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.8,"""priors""",11
91,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.87,"""priors""",12
91,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.83,"""priors""",13
91,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",14
91,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",15
92,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""are""",0.6,0.71,"""cover_stories""",3
92,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""who""",0.49,0.8,"""cover_stories""",4
92,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""are""",0.64,0.79,"""cover_stories""",5
92,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""who""",0.64,0.85,"""cover_stories""",6
92,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.82,"""priors""",8
92,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",9
92,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",10
92,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.26,"""priors""",11
92,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.06,"""priors""",12
92,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.67,"""priors""",13
92,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",14
92,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",15
93,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",1,"""nationality""","""male/female""","""who""",0.53,0.51,"""cover_stories""",3
93,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""are""",0.48,0.5,"""cover_stories""",4
93,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""are""",0.5,0.49,"""cover_stories""",5
93,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""who""",0.5,0.49,"""cover_stories""",6
93,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.45,"""priors""",8
93,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",9
93,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",10
93,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.54,"""priors""",11
93,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",12
93,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.54,"""priors""",13
93,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",14
